Restaurant Name,Reviewer Name,Review Rating,Review Text,Review Date
Five Guys,jedpfundt,4 stars,This location is run well. Employees are polite and get things done. My only complaint is price. You can pay 6$-10$ for just the burger. Then $4-$6 for fries. $2-$4 for the drink. We would go to 5 Guy's more often if it wasn't so spendy.,3 years ago
Five Guys,Nym,4 stars,Covid 2021 April Review: In the middle of max vaccination I understand people are being a bit more relaxed now. I was concerned that this Fives Guys didn't have any internal guide posts to usher people down specific ways or to keep them …,3 years ago
Five Guys,Suz Sparks,5 stars,"We went after 8pm on a Thursday when it wasn't super busy not knowing what to expect. Ordered a burger with mushrooms and onions and mayo and a regular French fry. We waited a bit, so not really ""fast food"" more like diner speed. You can …",7 years ago
Five Guys,Donna Wilson,5 stars,Oh my gosh; what amazing fries!,2 months ago
Five Guys,Tod S,3 stars,I'll start with what I believe are the pros of Five Guys based on 2 visits at different locations. Number one would be the fries. I might go back for nothing other than these because I don't know of any better and I love finding a full …,3 years ago
Five Guys,Amanda Worley,5 stars,"Politeness, food was exactly as ordered! Tasty as always and fries overflowing in the bag. What more can you ask for!",a year ago
Five Guys,Courtney Tate,5 stars,While the prices are a bit high it's worth the value!! You get an abundance of fries no matter what size you order!! So many different options for topping on your burgers which also come in various sizes!! Great place!!,3 years ago
Five Guys,Joshua Duerksen,4 stars,"Food is very good, employees are very cordial and polite. Establishment is kept very clean and the bathrooms are generally well kept up with. Only downside is during peak hours it can take a little while before your order is called. Plan for that and there should be great tasting burgers in your future.",6 years ago
Five Guys,Thatcher Simon,4 stars,Ordered online and got to skip the line. I love that they wait until you're in the store to actually put together the burger so that it's nice and fresh.,a year ago
Five Guys,Ingrid Williams,2 stars,Stellar burger. Crazy prices. Long wait. Cold atmosphere. The burger is the only reason for any stars. …,2 years ago
Five Guys,Melissa Bassett-Carroll,3 stars,"At first I got the wrong burger, they replaced it quickly. The shakes were all good, 1 of the 3 of us liked the fries. The burgers were over done and not juicy at all. We may try them one more time but they were pretty expensive. Almost $60 for 3 of us.",4 years ago
Five Guys,Jackie Fisher,5 stars,"Had a cheeseburger,fries,had lettuce,tomato, mushrooms, pickles, ketchup, could choose more! All were delicious,burger was done,tasty, fries were perfect,salted just right and free drink refills. You definitely get full and your money's  worth,would definitely go back and would recommend  Five Guys!!!",2 years ago
Five Guys,shayboy79,4 stars,"Love 5 guys, food is always good. Come hungry, especially if you love fries and burgers.. if you like veggies go all the way for menu choice.",a year ago
Five Guys,Ana Peter,5 stars,"Fresh, Fast, and Fabulous. The burgers are incredible, and tasty. The fries are also great. If you are super hungry, I have found that a little bacon cheeseburger, and splitting a regular fry is filling, and there is usually some fries left.",5 years ago
Five Guys,Peter Hainlen,5 stars,Great place for burgers and fries! Eat free peanuts while you wait for your order. Customize your burger and always get a boat load of fries with it. Very tasty and juicy burgers that don't skimp on the meat. Cool 50's diner atmosphere.,7 years ago
Five Guys,",,",4 stars,"Burgers are good, but the prices have always seemed steep at 5 guys. Also despite what seems to be the popular opinion, I'm not a huge fan of their homestyle in house cut fries. They always seem a bit soggy and the flavor is okay, but I'd …",3 years ago
Yu's Chinese Cuisine,Andromeda “Andy” Anderson,5 stars,I love Yu's! My go-to order is Buddha's delight (mixed tender vegetables in a savory white sauce) and scallion pancakes (thin crispy chewy pancakes with scallion in the batter). I'm a huge meat fan but you know the place is great when …,2 weeks ago
Yu's Chinese Cuisine,Kalliope Milne,1 star,"I ordered the #10 here tonight and the beef was all extremely dry and too tough to eat. It’s as of someone got a bunch of beef jerky wet and cooked it.  This is the first time I’ve ever been disappointed by the food here, but this …",3 weeks ago
Yu's Chinese Cuisine,Hsun Chih Wang,5 stars,We come here very often and haven’t had anything that is not good so far! The food is always so good and the portion is big. The owner is also very nice. I would say this is one of the best Chinese restaurants I have had in MN!,6 months ago
Yu's Chinese Cuisine,Amanda Christians,1 star,Worst sesame chicken I have ever had. Couldn’t hardly chew it. Mostly breading and some stringy questionable looking chicken. The fried rice was very good though.,7 months ago
Yu's Chinese Cuisine,Abigail Simek,5 stars,"Just had their food for the 1st time! So yummy and a great value! I got the chicken lo mein and the classic beef and broccoli, I will be back. Bonus points for being an awesome local business!",2 years ago
Yu's Chinese Cuisine,Craig Leibel,4 stars,Came here as a last resort as wakai's was closed and poke bowl... The wife came here before and had a bad experience she never came back...So we both decided we would try one more time...I can honestly say I was very surprised. She had the …,a year ago
Yu's Chinese Cuisine,Carol K,3 stars,"First order, so simple. Kang Pao with shrimp, beef & chicken, veg spring rolls and veg fried rice. Kang pao was flavorful, very generous, but wow - the chilis!  I've lived & traveled throughout Asia & India, and been a fan of this dish for …",a year ago
Yu's Chinese Cuisine,Miranda Southwick,5 stars,"Ordered yesterday for the first time, Big portion sizes and delicious food! Love the noodles! Would highly recommend",3 months ago
Yu's Chinese Cuisine,Mathias Ove,4 stars,"Great food. Authentic Chinese and American style Chinese food on the menu. The interior needs a little love, but the food is good.",3 months ago
Yu's Chinese Cuisine,Mike Pulis,1 star,"I ordered by phone, and when I arrived I was told on broken English that someone else took my order.
I asked for a discount but was told no. …",5 days ago
Yu's Chinese Cuisine,Tyrone Levesque,5 stars,"I've been here and there for chinese restaurants, but Yu's Chinese is the place..💯! both Authentic and American dishes here, I recommend the authentic side of the menu. Im an hour way and I will be coming back. …",a year ago
Yu's Chinese Cuisine,Geu Xiong,5 stars,"Go eat here.  We ordered vegetables, fried rice, hot chicken wings, and beef veggies stir fry it was yummy, and it didn't disappoint.",5 months ago
Yu's Chinese Cuisine,Barbara Oeffler,3 stars,"I've only been here once, but the one time I went the chicken was AWFUL. The flavors of everything was very good but it must have been an off day for them because the chicken (we got sesame chicken and orange chicken) was just all tough and …",a year ago
Yu's Chinese Cuisine,Casey Sybilrud,5 stars,Great food! Very fresh and delicious! Prices are very good and service was great!,2 years ago
Yu's Chinese Cuisine,Lily Mastin,1 star,"PLEASE READ. I just ordered 50 dollars of food to be delivered. Look at this photo people. There was a used bandaid on the side of my sauce cup. I called them, and of course they acted like they had no idea what I was talking about. Very rude too. How disgusting.",2 years ago
Yu's Chinese Cuisine,Hailey McGee,5 stars,"Honestly the best spicy chicken wings ever . They were so crunchy and perfectly seasoned . We also had the sweet and sour chicken, chicken potato and chicken egg rolls . All of it was absolutely amazing. I think it was all cooked fresh when ordered , because holy cow was that good.",11 months ago
Yu's Chinese Cuisine,Alexandra Evans,4 stars,"So this Chinese restaurant is a little different because their menu is split up in to different sections ""Chinese food"" and ""American Chinese food"" things like sesame chicken and beef and broccoli are under the American Chinese section and …",11 months ago
Yu's Chinese Cuisine,Megan Hood,5 stars,Tried this restaurant out in a whim and it was absolutely fantastic! My husband and I love more authentic Chinese food on the spicy side and they absolutely delivered even when we asked for food 'extra spicy'. The spicy chicken wings were …,a year ago
Yu's Chinese Cuisine,wing dolphin,5 stars,"Amazing food, nice staff, and the place is well kept. The wait time for the food is extremely long though (I average about 40 min to an hour), so you'd need patience to eat the food here. I also do not recommend ordering online if you …",a year ago
Yu's Chinese Cuisine,Kristina Kelley,4 stars,The food is very good and the staff is very friendly but the food takes FOREVER. I love that everything is mostly fresh and I’m sure there’s time and love involved but waiting 45+ minutes for some fried rice is not ideal. My best advice is …,a year ago
Yu's Chinese Cuisine,James Jackson,1 star,"They forgot my sesame chicken on a $65 order and refused to refund the missing food as they ""needed the physical card to do so."" Quick, let me allow the rest of my food to get cold so I can run back to your store to make up for your …",a year ago
